id,timestamp,full_sq,life_sq,floor,max_floor,material,build_year,num_room,kitch_sq,state,product_type,sub_area,area_m,raion_popul,green_zone_part,indust_part,children_preschool,preschool_quota,preschool_education_centers_raion,children_school,school_quota,school_education_centers_raion,school_education_centers_top_20_raion,hospital_beds_raion,healthcare_centers_raion,university_top_20_raion,sport_objects_raion,additional_education_raion,culture_objects_top_25,culture_objects_top_25_raion,shopping_centers_raion,office_raion,thermal_power_plant_raion,incineration_raion,oil_chemistry_raion,radiation_raion,railroad_terminal_raion,big_market_raion,nuclear_reactor_raion,detention_facility_raion,full_all,male_f,female_f,young_all,young_male,young_female,work_all,work_male,work_female,ekder_all,ekder_male,ekder_female,0_6_all,0_6_male,0_6_female,7_14_all,7_14_male,7_14_female,0_17_all,0_17_male,0_17_female,16_29_all,16_29_male,16_29_female,0_13_all,0_13_male,0_13_female,raion_build_count_with_material_info,build_count_block,build_count_wood,build_count_frame,build_count_brick,build_count_monolith,build_count_panel,build_count_foam,build_count_slag,build_count_mix,raion_build_count_with_builddate_info,build_count_before_1920,build_count_1921-1945,build_count_1946-1970,build_count_1971-1995,build_count_after_1995,ID_metro,metro_min_avto,metro_km_avto,metro_min_walk,metro_km_walk,kindergarten_km,school_km,park_km,green_zone_km,industrial_km,water_treatment_km,cemetery_km,incineration_km,railroad_station_walk_km,railroad_station_walk_min,ID_railroad_station_walk,railroad_station_avto_km,railroad_station_avto_min,ID_railroad_station_avto,public_transport_station_km,public_transport_station_min_walk,water_km,water_1line,mkad_km,ttk_km,sadovoe_km,bulvar_ring_km,kremlin_km,big_road1_km,ID_big_road1,big_road1_1line,big_road2_km,ID_big_road2,railroad_km,railroad_1line,zd_vokzaly_avto_km,ID_railroad_terminal,bus_terminal_avto_km,ID_bus_terminal,oil_chemistry_km,nuclear_reactor_km,radiation_km,power_transmission_line_km,thermal_power_plant_km,ts_km,big_market_km,market_shop_km,fitness_km,swim_pool_km,ice_rink_km,stadium_km,basketball_km,hospice_morgue_km,detention_facility_km,public_healthcare_km,university_km,workplaces_km,shopping_centers_km,office_km,additional_education_km,preschool_km,big_church_km,church_synagogue_km,mosque_km,theater_km,museum_km,exhibition_km,catering_km,ecology,green_part_500,prom_part_500,office_count_500,office_sqm_500,trc_count_500,trc_sqm_500,cafe_count_500,cafe_sum_500_min_price_avg,cafe_sum_500_max_price_avg,cafe_avg_price_500,cafe_count_500_na_price,cafe_count_500_price_500,cafe_count_500_price_1000,cafe_count_500_price_1500,cafe_count_500_price_2500,cafe_count_500_price_4000,cafe_count_500_price_high,big_church_count_500,church_count_500,mosque_count_500,leisure_count_500,sport_count_500,market_count_500,green_part_1000,prom_part_1000,office_count_1000,office_sqm_1000,trc_count_1000,trc_sqm_1000,cafe_count_1000,cafe_sum_1000_min_price_avg,cafe_sum_1000_max_price_avg,cafe_avg_price_1000,cafe_count_1000_na_price,cafe_count_1000_price_500,cafe_count_1000_price_1000,cafe_count_1000_price_1500,cafe_count_1000_price_2500,cafe_count_1000_price_4000,cafe_count_1000_price_high,big_church_count_1000,church_count_1000,mosque_count_1000,leisure_count_1000,sport_count_1000,market_count_1000,green_part_1500,prom_part_1500,office_count_1500,office_sqm_1500,trc_count_1500,trc_sqm_1500,cafe_count_1500,cafe_sum_1500_min_price_avg,cafe_sum_1500_max_price_avg,cafe_avg_price_1500,cafe_count_1500_na_price,cafe_count_1500_price_500,cafe_count_1500_price_1000,cafe_count_1500_price_1500,cafe_count_1500_price_2500,cafe_count_1500_price_4000,cafe_count_1500_price_high,big_church_count_1500,church_count_1500,mosque_count_1500,leisure_count_1500,sport_count_1500,market_count_1500,green_part_2000,prom_part_2000,office_count_2000,office_sqm_2000,trc_count_2000,trc_sqm_2000,cafe_count_2000,cafe_sum_2000_min_price_avg,cafe_sum_2000_max_price_avg,cafe_avg_price_2000,cafe_count_2000_na_price,cafe_count_2000_price_500,cafe_count_2000_price_1000,cafe_count_2000_price_1500,cafe_count_2000_price_2500,cafe_count_2000_price_4000,cafe_count_2000_price_high,big_church_count_2000,church_count_2000,mosque_count_2000,leisure_count_2000,sport_count_2000,market_count_2000,green_part_3000,prom_part_3000,office_count_3000,office_sqm_3000,trc_count_3000,trc_sqm_3000,cafe_count_3000,cafe_sum_3000_min_price_avg,cafe_sum_3000_max_price_avg,cafe_avg_price_3000,cafe_count_3000_na_price,cafe_count_3000_price_500,cafe_count_3000_price_1000,cafe_count_3000_price_1500,cafe_count_3000_price_2500,cafe_count_3000_price_4000,cafe_count_3000_price_high,big_church_count_3000,church_count_3000,mosque_count_3000,leisure_count_3000,sport_count_3000,market_count_3000,green_part_5000,prom_part_5000,office_count_5000,office_sqm_5000,trc_count_5000,trc_sqm_5000,cafe_count_5000,cafe_sum_5000_min_price_avg,cafe_sum_5000_max_price_avg,cafe_avg_price_5000,cafe_count_5000_na_price,cafe_count_5000_price_500,cafe_count_5000_price_1000,cafe_count_5000_price_1500,cafe_count_5000_price_2500,cafe_count_5000_price_4000,cafe_count_5000_price_high,big_church_count_5000,church_count_5000,mosque_count_5000,leisure_count_5000,sport_count_5000,market_count_5000,price_doc
1030,2012-02-02,204,197,3,NA,NA,NA,NA,NA,NA,Investment,Krylatskoe,12164477.11,78507,0.297166335,0,4611,3092,7,5067,7478,7,0,NA,2,0,14,1,no,0,6,4,no,no,no,no,no,no,no,yes,67710,33382,34328,10175,5105,5070,48620,25579,23041,19712,6368,13344,4611,2331,2280,5067,2522,2545,10892,5480,5412,13540,6769,6771,9168,4583,4585,188,3,3,0,66,27,89,0,0,0,188,1,0,3,81,103,92,4.52926694,2.381956292,28.5834755,2.381956292,0.141818471,1.01744722,1.595736506,0.061151432,1.477147148,21.30707,2.303067,15.02861,6.856470152,82.27764182,10,8.355488383,9.305574898,81,0.073953794,0.887445522,0.737959822,no,1.742115036,8.638485479,11.80002934,12.66672051,13.71136961,0.541804103,29,no,1.742115035,1,2.626493449,no,14.39197554,83,12.0635914,1,22.82203721,5.598293277,3.107754911,5.186021366,6.749355071,0.354634524,23.72315507,6.120375383,0,3.065207264,3.129856623,8.424745594,5.292964175,1.591301481,1.59281365,2.221392407,9.210042766,2.52843424,1.084048587,0.943284007,1.101481285,1.01744722,1.466077743,1.13959461,8.031445517,12.63959621,8.651367907,5.698833516,0.088348052,good,34.11,0,0,0,0,0,2,500,1e3,750,1,0,1,0,0,0,0,0,0,0,0,1,0,39.52,0,1,18500,0,0,6,700,1250,975,2,1,2,0,1,0,0,0,0,0,0,2,0,42.39,0.01,2,37500,2,101000,20,842.86,1428.57,1135.71,6,1,7,4,1,1,0,1,2,0,0,2,0,42.78,1.51,3,137979,6,145340,32,742.31,1269.23,1005.77,6,6,11,5,3,1,0,1,3,0,0,5,0,45.11,2.55,5,169777,7,152581,46,984.62,1628.21,1306.41,7,8,13,8,5,4,1,2,10,0,0,13,0,34,3.71,17,683479,21,1518211,99,976.4,1623.6,1300,10,13,30,21,17,7,1,3,17,0,0,36,0,2000000
1031,2012-02-02,29,17,3,NA,NA,NA,NA,NA,NA,Investment,Alekseevskoe,5234028.171,78418,0.044073572,0.200146802,3761,1037,3,3975,4658,3,0,770,2,0,9,2,no,0,0,8,no,no,no,yes,no,no,no,no,1359171,635195,723976,8186,4313,3873,52919,30743,22176,17313,5092,12221,3761,1955,1806,3975,2111,1864,9514,4891,4623,283678,140881,142797,7263,3806,3457,250,72,0,0,160,0,18,0,0,0,248,0,17,186,40,5,112,2.791485931,1.813259494,20.03065957,1.669221631,0.183804224,0.682225638,2.027225056,0.255081944,0.250287873,16.10179,0.792988,7.261779,0.645582385,7.746988623,79,0.645582385,1.257957132,79,0.164255614,1.971067372,0.342255727,no,8.626203049,2.162068996,4.676667902,5.326359911,6.902319335,1.176351883,20,no,2.162068973,4,0.255081944,no,3.072811378,101,6.559333936,4,9.233405402,8.799451867,1.163318086,0.459737302,7.115988466,2.517044354,12.83083396,2.330945982,0.270337452,0.582318236,4.166826259,3.773888891,0.415332215,1.468993226,6.127129995,1.725123672,2.267446279,0.986729322,1.882005427,0.481035951,1.409041158,0.682225638,0.989837253,0.555185867,4.195307534,4.213366581,2.974392953,2.576178846,0.441997074,poor,19.69,7.94,1,41400,0,0,1,300,500,400,0,1,0,0,0,0,0,0,0,0,0,4,0,36.28,12.42,4,81500,0,0,8,762.5,1312.5,1037.5,0,2,3,1,2,0,0,1,2,0,0,6,0,41.73,7.81,7,110066,0,0,33,860.61,1469.7,1165.15,0,8,11,3,10,1,0,1,2,0,0,13,1,44.58,7.81,11,180804,1,23000,49,793.88,1357.14,1075.51,0,13,17,6,12,1,0,1,5,0,0,14,2,33.26,11.23,34,630309,6,118400,114,757.14,1276.79,1016.96,2,36,33,20,20,3,0,7,17,0,4,37,2,27.25,13.54,204,3635123,49,2101729,503,775.37,1300.63,1038,24,138,154,102,66,16,3,28,68,1,20,108,7,6250000
1032,2012-02-02,35,21,2,NA,NA,NA,NA,NA,NA,Investment,Cheremushki,5467178.309,102618,0.055779365,0.1363303,5628,1944,4,6141,6887,5,0,262,3,0,6,4,no,0,6,10,no,no,no,yes,no,no,no,no,130396,59093,71303,12524,6442,6082,65782,33606,32176,24312,7633,16679,5628,2817,2811,6141,3243,2898,13816,7102,6714,22262,10791,11471,11007,5665,5342,316,130,0,0,28,18,140,0,0,0,316,0,0,216,52,48,117,2.90590777,1.958202451,20.973263,1.747771916,0.656717647,0.32556917,0.999064841,0.277046687,1.619243662,6.166759,3.88687,8.268131,4.575399651,54.90479581,42,4.601236379,6.357512904,42,0.173594798,2.083137574,0.653745757,no,8.293834082,3.829980784,6.917903999,8.219379676,8.909225975,2.545954497,2,no,2.98809945,16,2.256090243,no,10.91015928,32,5.825095873,2,14.46755456,3.075420217,1.734589096,0.944174509,3.354083949,2.964495885,7.274812605,2.234613075,0.999870353,3.056125889,6.988008341,5.798209053,2.701423113,0.259836151,16.71189661,0.813166371,2.178965323,1.660565116,0.683066704,0.374996373,0.325139249,0.32556917,1.271373651,0.902160797,3.361660681,3.133108952,2.589845255,1.38643659,0.177632135,satisfactory,4.29,0,1,17096,0,0,6,700,1200,950,1,0,3,2,0,0,0,0,0,0,0,0,0,14.3,0,3,45096,1,3800,17,726.67,1166.67,946.67,2,3,4,8,0,0,0,0,2,0,0,1,0,14.9,0,8,260696,1,3800,38,711.11,1180.56,945.83,2,7,13,14,2,0,0,1,6,0,1,6,0,12.47,1.77,13,484804,8,318800,81,721.52,1215.19,968.35,2,15,31,25,8,0,0,2,8,0,2,10,0,9.79,9.84,34,1147354,20,797270,160,737.66,1237.01,987.34,6,32,56,48,17,1,0,4,13,0,5,32,7,15.94,14.75,90,2937180,51,1971514,381,758.24,1265.11,1011.68,17,90,121,104,41,6,2,10,28,2,8,79,12,6400000
1033,2012-02-02,37,18,4,NA,NA,NA,NA,NA,NA,Investment,Otradnoe,10053051.74,175518,0.096270197,0.300322518,9753,5088,4,10311,12721,4,0,NA,1,0,10,3,no,0,9,6,no,yes,no,yes,no,no,no,no,61396,27916,33480,21400,11094,10306,112133,59089,53044,41985,12703,29282,9753,5044,4709,10311,5335,4976,23849,12412,11437,11588,5359,6229,18732,9663,9069,282,35,0,0,20,5,222,0,0,0,282,0,0,14,246,22,24,2.694190617,1.475780526,16.71389523,1.392824603,0.278194201,0.661761984,2.320900779,0.044748123,0.284110785,23.18968,2.716244,1.337935,2.247904842,26.9748581,1,2.267536704,4.288991339,1,0.077394794,0.928737533,0.989508723,no,3.806603636,8.672146526,10.8578528,11.43053801,12.91972812,2.538169881,5,no,3.806603648,1,0.61424581599999994,no,11.07960458,101,15.13745991,4,16.68338122,4.40721563,1.848013047,2.253060708,5.839436838,1.982087371,12.1728157,1.482248968,0.106693454,2.296279298,0.843352372,7.099711363,3.123533181,3.557645859,4.919509045,2.456758842,2.906801488,1.160885408,0.894101743,0.577368842,0.319192515,0.661761984,1.379289988,0.919593868,1.561667995,7.810814628,5.234795215,5.514852192,0.168569858,good,3.92,8.2,0,0,0,0,4,766.67,1333.33,1050,1,1,1,0,1,0,0,0,0,0,0,2,0,2.85,23.02,4,197000,5,216610,20,677.78,1166.67,922.22,2,4,8,4,2,0,0,0,1,0,0,6,0,6.57,21.89,5,204300,7,238573,29,696.3,1203.7,950,2,6,13,5,2,1,0,2,2,0,0,7,1,6.87,21.23,7,226096,14,390173,49,643.18,1113.64,878.41,5,11,21,9,2,1,0,3,7,1,0,13,3,9.79,22.86,16,424299,23,511130,85,668.83,1136.36,902.6,8,20,31,20,5,1,0,5,12,1,0,28,3,15.41,17.72,42,882701,53,2354084,182,705.92,1183.43,944.67,13,51,55,44,15,4,0,13,28,1,0,72,5,5800000
1034,2012-02-02,43,26,5,NA,NA,NA,NA,NA,NA,Investment,Vnukovo,15319902.35,21040,0.051548926,0.036270089,1491,1105,1,1318,2231,1,0,200,1,0,0,0,no,0,1,1,no,no,no,no,no,no,no,no,1285626,611775,673851,2981,1549,1432,13457,6933,6524,4602,1234,3368,1491,778,713,1318,685,633,3307,1699,1608,281232,142554,138678,2645,1379,1266,1233,25,774,97,254,18,18,0,41,6,1233,1,173,845,101,113,21,7.873233612,6.23445723,74.81348676,6.23445723,0.338038923,0.332184917,7.916642453,0.542705464,1.634842626,17.70203,1.032454,21.66236,1.944540369,23.33448442,103,2.984961987,4.392511849,19,0.333375508,4.0005061,0.658858477,no,10.45707112,20.49624917,23.21673609,24.38576522,25.25436876,2.23416056,13,no,4.362638037,27,0.688080023,no,35.59209962,50,19.93400794,8,32.89733063,20.71011458,12.13248055,8.444946204,13.41274091,7.070928108,18.11337431,9.797922015,4.842345858,7.033914515,7.228074103,16.46595387,11.64587231,7.229693793,34.97745083,6.565132263,15.46103083,12.49005999,1.606070458,4.542907051,3.967120686,0.332184917,4.277204636,1.401685138,15.87002958,16.02694,13.23741404,7.896325511,0.563327169,no data,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,7.16,0,0,0,0,0,2,650,1e3,825,0,1,0,1,0,0,0,0,0,0,0,0,0,13.69,0,0,0,0,0,2,650,1e3,825,0,1,0,1,0,0,0,0,1,0,0,0,0,19.29,0.49,0,0,1,17000,2,650,1e3,825,0,1,0,1,0,0,0,0,1,0,0,0,0,34.75,1.52,0,0,1,17000,2,650,1e3,825,0,1,0,1,0,0,0,0,3,0,0,0,0,40.15,2.37,1,117300,2,134300,9,677.78,1166.67,922.22,0,2,4,2,1,0,0,1,7,0,0,2,0,5100000
1035,2012-02-02,79,51,8,NA,NA,NA,NA,NA,NA,Investment,Hamovniki,10071560.22,102726,0.048790576,0,6374,165,5,7538,9337,8,1,4702,5,1,23,2,yes,2,5,87,no,no,no,yes,no,no,no,no,75377,34015,41362,14868,7239,7629,61102,30166,30936,26756,8775,17981,6374,3205,3169,7538,3585,3953,16584,8083,8501,14705,7343,7362,13042,6343,6699,641,19,4,0,550,48,8,0,11,1,637,206,122,176,42,91,81,2.253668795,1.705242312,17.65720809,1.471434007,0.178800626,0.576991447,1.1725563,0.274498148,1.306232617,8.616366,1.410444,13.2487,1.3125112,15.7501344,49,2.409458628,3.133939196,49,0.062111406,0.745336868,0.08887689,yes,10.80796776,0.290641582,2.254782416,3.340993487,4.090445712,0.290641579,4,no,0.901934283,16,0.268434758,no,6.168406663,50,7.733747942,13,12.0579557,2.157368768,1.30470321,3.046877732,1.923447312,5.852328334,11.67196103,3.055842289,0.332028977,2.011722549,2.833481033,3.59577138,3.399873976,1.052932008,8.136328364,1.389498061,0.890313754,1.038479393,1.222297581,0.376900486,0.675628367,0.576991447,0.646446891,0.646446891,4.167472891,0.221135482,2.312370195,2.016274629,0.389378405,poor,18.64,0,1,15371,0,0,3,666.67,1166.67,916.67,0,0,2,1,0,0,0,0,0,0,1,1,0,21.1,0,3,75371,0,0,26,1079.17,1770.83,1425,2,3,8,6,4,2,1,4,3,0,1,3,0,19.36,0.37,19,235890,4,437500,81,845.21,1390.41,1117.81,8,19,19,21,11,2,1,5,6,0,1,8,0,18.07,2.46,41,686534,5,440220,135,865.35,1421.26,1143.31,8,28,33,41,20,4,1,12,16,0,2,13,0,16.38,4.08,107,1307778,10,544310,330,882.72,1451.83,1167.28,29,74,77,85,47,15,3,19,36,0,14,46,2,10.26,6.82,399,8080225,55,2746625,1349,909.99,1495.64,1202.82,88,300,324,348,196,79,14,77,128,1,48,144,6,25000000
1036,2012-02-02,37,18,7,NA,NA,NA,NA,NA,NA,Investment,Severnoe Medvedkovo,5725729.259,122873,0.141280723,0.175054867,8132,3916,4,10055,7595,4,0,NA,1,0,6,0,no,0,0,3,no,no,no,yes,no,no,no,no,60315,27188,33127,19487,9291,10196,77062,37955,39107,26324,7691,18633,8132,3849,4283,10055,4842,5213,21615,10335,11280,14780,6845,7935,16940,8087,8853,263,95,0,0,4,3,161,0,0,0,259,0,0,124,73,62,51,1.875790182,1.024582916,12.294995,1.024582916,0.175398863,0.411086983,1.197657212,0.333961827,0.171778718,24.34474,1.716105,5.10939,5.152320375,61.8278445,25,5.045112126,7.566274728,84,0.171890093,2.062681118,0.616250724,no,1.103213389,10.33651884,12.65890792,13.3403602,14.77230423,1.103213363,1,no,4.016977421,15,0.630292733,no,13.22531943,101,19.42550563,7,16.42854233,8.217771495,2.048698903,0.952644646,3.98754513,2.729886836,3.94692903,4.012774731,0.540954434,3.419376097,2.780993537,4.676651299,0.810566286,2.804216058,2.338157529,1.255293073,4.675603846,0.468526728,1.649024929,0.632392596,1.564696185,0.411086983,1.263746151,0.838014072,4.800630869,7.39000474,7.164923491,5.702087333,0.13958284,good,3.83,26.04,0,0,0,0,2,1e3,1500,1250,1,0,0,1,0,0,0,0,0,0,0,0,0,8.37,31.71,3,71000,0,0,9,612.5,1e3,806.25,1,3,2,3,0,0,0,0,1,0,0,6,0,13.68,22.09,3,71000,0,0,11,590,1e3,795,1,3,4,3,0,0,0,2,3,0,0,6,0,12.01,15.85,5,92600,9,927967,23,640.91,1068.18,854.55,1,7,7,7,1,0,0,3,3,0,0,9,0,11.54,9.61,7,115484,19,2597887,52,567.39,967.39,767.39,6,17,17,11,1,0,0,5,6,0,0,23,1,9.69,9,25,600973,43,3722780,144,637.5,1082.03,859.77,16,42,46,30,9,1,0,13,18,1,1,65,4,3500000
1037,2012-02-02,37,18,8,NA,NA,NA,NA,NA,NA,Investment,Zjablikovo,4602089.659,130229,0.114157061,0,8450,3909,4,8647,8294,5,0,810,0,0,5,1,no,0,5,0,no,no,no,no,no,no,no,yes,48439,21571,26868,18221,9702,8519,82231,41640,40591,29777,9277,20500,8450,4485,3965,8647,4620,4027,20294,10750,9544,10403,4913,5490,16051,8543,7508,160,25,0,0,0,1,134,0,0,0,160,0,0,0,149,11,96,0.111543863,0.045255639,0.543067669,0.045255639,0.269282807,0.328200981,1.154960538,0.270344202,1.60895768,4.814152,1.456346,7.055953,5.005529767,60.0663572,27,4.753387844,5.896302467,27,0.039180161,0.470161929,1.006994681,no,2.032402909,10.55021338,13.87089927,15.42234236,16.11722801,2.032402911,1,no,3.210448804,23,3.807389716,no,17.41999405,32,0.925548811,6,5.140998772,4.909528472,1.593408655,1.678923689,4.776665029,6.284778515,3.010424261,1.076061949,0.172951155,1.933505489,2.416166279,6.26701605,5.232945578,1.440176973,1.603190113,2.650319917,0.627965706,2.216538228,0.623683952,1.794770348,0.476884343,0.328200981,1.258831171,1.259374657,8.484128454,12.55110269,4.00887373,4.802113234,0.47184769,excellent,3.93,0,0,0,0,0,1,1500,2500,2e3,0,0,0,0,1,0,0,0,0,0,0,2,0,3.62,0,0,0,4,66767,3,766.67,1333.33,1050,0,1,1,0,1,0,0,0,0,0,0,5,0,17.28,0,0,0,5,162767,8,657.14,1142.86,900,1,2,3,1,1,0,0,1,2,0,0,8,1,18.09,0.46,2,54500,12,415121,31,610.34,1034.48,822.41,2,9,11,8,1,0,0,2,4,0,0,14,3,21.23,2.34,2,54500,17,489409,51,697.83,1173.91,935.87,5,12,17,13,3,1,0,3,8,0,0,22,5,18.3,6.48,5,223771,40,1945966,115,657.84,1117.65,887.75,13,32,38,23,7,2,0,7,13,0,2,44,11,5600000
1038,2012-02-02,53,31,1,NA,NA,NA,NA,NA,NA,Investment,Birjulevo Vostochnoe,14795571.25,145088,0.308056827,0.050900058,9223,4519,6,10621,10053,6,0,30,2,0,8,3,no,0,3,1,no,no,no,yes,no,no,no,no,1716730,774585,942145,21130,10962,10168,93008,48690,44318,30950,9206,21744,9223,4754,4469,10621,5550,5071,23495,12204,11291,367659,172958,194701,18567,9643,8924,217,52,0,0,43,3,119,0,0,0,217,0,2,32,170,13,110,6.368180579,8.047033186,66.07103033,5.505919194,0.240671795,0.198937048,2.203818485,0.181071409,2.545942171,8.306434,3.091488,3.647236,1.935567041,23.2268045,58,4.449409137,5.300324215,58,0.137417161,1.649005934,0.172600254,no,0.481683256,13.90073814,17.13593564,18.80465829,19.30161974,0.346632194,26,no,0.424748714,53,0.923451998,no,19.35379972,32,8.233727966,9,11.1446869,7.400481194,1.330088594,2.469203101,3.161362076,1.740977612,7.305699939,5.569021021,0.296322754,0.961990262,4.719102597,3.971317211,3.038089223,3.518120877,12.18717182,0.76734409,10.81094994,2.08225341,1.213927064,1.175101194,0.361862362,0.198937048,2.290766025,2.281258861,8.672704237,20.74195973,4.256524837,0.580560092,0.496638369,satisfactory,14.39,0,0,0,0,0,1,1e3,1500,1250,0,0,0,1,0,0,0,0,0,0,0,1,0,21.3,0,0,0,0,0,4,625,1125,875,0,0,3,1,0,0,0,0,0,0,1,2,0,21.38,0,1,3342,1,1700,5,700,1200,950,0,0,3,2,0,0,0,0,0,0,1,4,0,18.92,0,1,3342,2,188700,10,588.89,1055.56,822.22,1,1,6,2,0,0,0,0,0,0,1,7,0,14.6,1.64,1,3342,3,586700,16,600,1071.43,835.71,2,3,8,2,1,0,0,1,1,0,1,7,0,11.03,9.51,4,72842,15,1315000,56,702,1190,946,6,12,20,13,4,1,0,3,9,0,2,20,4,5500000
1039,2012-02-02,76,53,17,NA,NA,NA,NA,NA,NA,Investment,Chertanovo Juzhnoe,9282438.657,143661,0.153279465,0.127375905,8356,3844,6,8429,8810,7,0,NA,3,0,3,4,no,0,9,3,no,no,no,no,no,no,no,no,112221,49045,63176,17830,9326,8504,93309,46970,46339,32522,9229,23293,8356,4490,3866,8429,4367,4062,19887,10243,9644,22516,10217,12299,15922,8432,7490,224,41,2,0,16,1,164,0,0,0,222,0,1,14,188,19,104,2.232598522,0.882957651,10.59549181,0.882957651,0.609839725,0.425215417,1.568182526,1.084745944,0.258801939,8.093119,1.085274,1.607711,0.628194999,7.538339986,73,0.628194999,1.461738737,73,0.153335949,1.84003139,0.72542803,no,1.9787098,11.9944027,15.18465219,16.63641937,17.24880109,0.6102871,2,no,1.856842094,40,0.330133211,no,16.84227799,32,5.2614880490000004,9,13.91030975,7.172330261,1.994691109,1.695743482,2.197053158,1.040316977,13.30021951,6.141050435,1.192431329,5.663113633,9.627146523,14.21020055,2.009305354,3.920861497,20.18306057,1.005218853,9.449685704,1.221274338,0,0.88799256,0.684891292,0.425215417,1.544189001,1.520379191,6.045958242,8.240296346,5.100150676,4.830528205,0.457535998,satisfactory,0,12.38,0,0,2,4900,1,1e3,1500,1250,0,0,0,1,0,0,0,0,0,0,0,0,0,0,39.42,1,24464,6,52300,3,533.33,833.33,683.33,0,2,0,1,0,0,0,0,0,0,0,0,0,8.63,39.9,2,66947,8,103862,5,620,1e3,810,0,2,1,2,0,0,0,0,0,0,0,1,0,12.17,38.33,3,81947,10,154862,7,528.57,857.14,692.86,0,4,1,2,0,0,0,1,4,0,0,3,0,16.87,26.79,5,108947,16,562765,20,745,1225,985,0,8,4,5,2,1,0,3,6,0,0,7,2,27.38,13.32,10,549851,37,1088869,66,690.16,1147.54,918.85,5,22,16,16,6,1,0,6,14,0,1,33,5,1000000
1040,2012-02-02,36,19,7,NA,NA,NA,NA,NA,NA,Investment,Krjukovo,10842309.74,85219,0.06217241,0.161531741,5767,5278,6,5648,10529,6,0,30,2,0,4,1,no,0,4,1,no,no,no,no,no,no,no,no,221709,101426,120283,12194,6155,6039,58114,28761,29353,14911,4222,10689,5767,2919,2848,5648,2830,2818,13872,7020,6852,49415,25109,24306,10654,5374,5280,372,8,146,11,65,9,111,1,17,4,373,2,20,184,131,36,29,29.24726846,22.5792806,270.2645767,22.52204806,0.399382033,0.359971841,18.36484044,0.279674608,0.303138533,6.510443,2.929985,29.98989,1.924781394,23.09737672,28,1.935121426,4.320158187,28,0.255532322,3.066387858,0.602938298,no,20.72835809,34.2343618,36.86989225,37.6506061,38.89547786,4.612496069,14,no,7.001145397,46,0.803772232,no,39.84404385,83,29.10028151,1,46.11187393,24.82466021,23.53586416,19.47100823,24.7012813,20.45072929,46.08147567,2.135492557,0.164314301,8.176808829,8.118433869,29.75118419,14.23425391,3.238449834,31.47112837,1.321211321,5.780868967,3.528289967,0.94995893,1.5791190960000001,1.543486789,0.359971841,5.909301922,1.076802064,31.18360971,8.975773505,1.342891689,23.17599242,1.579419644,no data,1.52,11.34,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,8.92,10.4,0,0,1,6100,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,9.17,8.46,0,0,3,13900,0,NA,NA,NA,0,0,0,0,0,0,0,0,1,0,1,4,1,11.96,4.84,1,6000,4,15600,4,525,875,700,0,2,1,1,0,0,0,0,2,0,1,4,1,15.16,7.58,1,6000,5,17700,6,566.67,916.67,741.67,0,3,1,2,0,0,0,0,2,0,1,4,1,24.05,6.69,3,51038,7,49700,15,540,900,720,0,7,4,4,0,0,0,0,2,0,2,8,1,1000000
1041,2012-02-02,44,27,3,NA,NA,NA,NA,NA,NA,Investment,Chertanovo Central'noe,6879019.638,112221,0.061476659,0.282797669,7104,2546,5,8667,6009,5,0,NA,0,0,5,3,no,0,6,2,no,no,no,no,no,no,no,no,111874,46887,64987,16719,7542,9177,68254,33075,35179,27248,8428,18820,7104,3262,3842,8667,3861,4806,18927,8599,10328,22027,10067,11960,14733,6684,8049,175,47,0,0,0,5,123,0,0,0,175,0,0,60,99,16,23,1.417902636,0.826584444,9.919013332,0.826584444,0.519927754,0.793454557,3.134929418,0.546939102,0.112072739,6.495069,0.834026,1.691287,1.938787244,23.26544693,21,2.466209179,3.717832898,21,0.125268345,1.503220144,0.65663122,no,3.921534338,10.04210872,13.23255154,14.68436296,15.29656905,0.100386164,2,no,3.679424848,40,1.559577783,no,14.51427702,32,6.001268909,9,13.1413023,5.698273899,2.6691617500000002,1.009891354,3.927182805,1.537442654,13.90571789,6.402164755,0.162615917,3.446100493,6.172494329,11.39876428,0.245612856,2.840531123,19.85015878,1.812206988,7.121684734,0.960813505,0.274726134,0.162615917,0.699340925,0.793454557,1.3480353,1.343748807,4.097561124,5.912295377,4.393200175,5.33069453,0.194621454,poor,0,22.64,2,27000,4,359903,2,900,1500,1200,0,1,0,0,1,0,0,0,0,0,0,4,0,6.81,25.22,2,27000,6,427903,9,733.33,1222.22,977.78,0,2,3,3,1,0,0,0,0,0,0,4,0,7.51,26.73,5,118947,13,751986,24,669.57,1108.7,889.13,1,8,6,7,2,0,0,1,2,0,0,4,0,7.98,25.77,5,118947,17,782786,29,653.85,1076.92,865.38,3,10,6,8,2,0,0,1,5,0,0,7,0,18.79,27.73,7,231509,21,868786,36,633.33,1045.45,839.39,3,13,8,10,2,0,0,3,8,0,0,16,0,29.22,17.01,14,673309,40,1173915,109,666.34,1123.76,895.05,8,36,31,22,11,1,0,8,21,1,1,43,10,5900000
